Date,Job Number,Customer,Address,Postcode,Activity,Priority,Source File,Notes
23/10/2023,3501276,Computacenter Horizon Project,"MARKS & SPENCER., KINGS MEADOW BUSINESS, PARK, CHESTER., CHESHIRE WEST AND, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,Runsheet_Manchester_Monday 23rd October 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
23/10/2023,3504168,Fujitsu Services Limited - Star Trains - ME,"(Chester), City Road, Cheshire, Cheshire, Chester",CH1 3NS,TECH EXCHANGE,ND 1900,Runsheet_Manchester_Monday 23rd October 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
23/10/2022,2945437,Fujitsu Services Limited - Telefonica TC,,,TECH EXCHANGE,8HR,Runsheet_Dan Hanson_Sunday 23rd October 2022.pdf,Marked as DNCO - no payment on date with other paid jobs
23/09/2024,3939201,Xerox (UK) Technical***DO NOT INVOICE****,"Piccadilly Station, Pharmacy Printer, MANCHESTER",M1 2BN,CONSUMABLE INSTALL,ND 1700,RUN SHEETS - WARRINGTON - MONDAY 23rd SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
23/09/2022,2893243,Verifone UK LTD,"ARCH 7, DEANSGATE LOCK,, WHITWORTH STREET,, ARCH 7, DEANSGATE LOCK,, WHITWO",M1 5LH,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_23092022.pdf,Marked as DNCO - no payment on date with other paid jobs
23/09/2022,2895170,Retail Response – WHSmith,"MANCHESTER ARNDALE, MANCHESTER",M1 1WR,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_23092022.pdf,Marked as DNCO - no payment on date with other paid jobs
23/07/2025,4205867,HCL Barclays,"473 CHESTER ROAD, HARTFORD, NORTHWICH",CW8 2AG,DELIVERY,,DH_23-07-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/07/2025,4206250,Computacenter - Morrisons BAU,"MORRISONS MANUFACTORY, WHARTON ROAD, WINSFORD",CW7 3BB,TECH EXCHANGE,ND 1700,DH_23-07-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/07/2021,2280217,Fujitsu Services Limited - EE - ME,"0845 0971 206ORANGE (SOUTHPORT), 62 Chapel Street, MERSEYSIDE, Southport",PR8 1BZ,TECH EXCHANGE,,Runsheet_DanielHanson23072021.pdf,Marked as DNCO - no payment on date with other paid jobs
23/05/2025,4164921,Computacenter - KPMG,"1 St Peters Square, 1 St Peters Square",M2 3AE,TECH EXCHANGE,ND 1700,DH_23-05-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/05/2022,2704420,Lexmark Service Provider,"North Road Industrial Estate, Physical Location: Design, SAICA PAPER UK LTD., ELLESMERE PORT",CH65 1AB,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson23052022.pdf,Marked as DNCO - no payment on date with other paid jobs
23/04/2025,4139586,Computacenter PwC NON TECH EXCHANGE,"P W C, P W C, MANCHESTER",M3 3EB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - WEDNESDAY 23rd APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/04/2025,4139683,Computacenter PwC NON TECH EXCHANGE,"P W C, P W C, MANCHESTER, Deliver: Hewlett Packard Inc. PW:GB-DaaS_SWAP_HP 840 G8 i7 -, PW:GB-DaaS_SWAP_HP 840 G8 i7 - 000000000004739588",M3 3EB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - WEDNESDAY 23rd APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/04/2025,4139814,Computacenter PwC NON TECH EXCHANGE,"P W C, P W C, MANCHESTER",M3 3EB,TECH EXCHANGE,,RUN SHEETS - WARRINGTON - WEDNESDAY 23rd APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/04/2025,4139908,Computacenter PwC NON TECH EXCHANGE,"P W C, P W C, MANCHESTER, Deliver: Lenovo PW:GB-DaaS_SWAP_LEN TP X1 Yoga G6 i7*500 -, PW:GB-DaaS_SWAP_LEN TP X1 Yoga G6 i7*500 - 000000000004739590",M3 3EB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - WEDNESDAY 23rd APRIL 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/04/2021,2165602,HCL Barclays,"BARCLAYS BANK PLC, BARCLAYS BANK PLC, WALLASEY",CH45 4JS,DELIVERY,ND 1600,Runsheet_DanielHanson23042021.pdf,Marked as DNCO - no payment on date with other paid jobs
23/03/2025,4121222,Computacenter - Kingfisher,"B & Q PLC, REDCLYFFE ROAD, URMSTON, MANCHESTER",M41 7LG,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_23032025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/03/2025,4121235,Fujitsu Services Limited - EE,,,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_23032025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/02/2025,4098779,Fujitsu Services Limited - Star Trains - P2PE,"(Chester), City Road, Cheshire, Cheshire, Chester",CH1 3NS,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_23022025.pdf,Marked as DNCO - no payment on date with other paid jobs
23/02/2024,3672620,GE Medical Systems Ltd,"1MARY/KRISHNA, SPIRE LIVERPOOL HOSPITAL, LIVERPOOL",L18 1HQ,TECH EXCHANGE,ND 1200,Runsheets_Manchester_Friday 23rd February 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
23/02/2022,2568188,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,4HR,Runsheet_DanielHanson23022022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/12/2024,4048410,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, HULME STATION ROAD, CHEADLE HUL, WR710 CHEADLE HULME, CHEADLE",SK8 7AE,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SUNDAY 22nd DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/12/2021,2478143,Computacenter Limited - HSBC,"'07368920624COMPUTACENTER HSBC, NEW MILLS, HIGH PEAK, DERBYSHIRE",SK22 3HW,COLLECTION,ND 1600,Runsheet_22-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
22/12/2021,2478147,Computacenter Limited - HSBC,"'07368920624COMPUTACENTER HSBC, NEW MILLS, HIGH PEAK, DERBYSHIRE",SK22 3HW,COLLECTION,ND 1600,Runsheet_22-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
22/12/2021,2478884,Fujitsu Services Limited - Wilko,,,TECH EXCHANGE,ND 1900,Runsheet_22-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
22/12/2021,2479350,DHL Supply Chain Limited - RBS,"0Emma Donbavand, Home Address, 2 Gerrards Gardens, Gee Cross,, Hyde, Manchester, Cheshire",SK14 5SH,COLLECTION,ND 1400,Runsheet_22-12-21_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
22/11/2024,4017238,Verifone UK LTD,"LIVERPOOL (Q, QUEENS SQUARE, QUEENS SQUARE, MERSEYSIDE",L1 1RH,TECH EXCHANGE,ND 1800,RUN SHEETS - WARRINGTON - FRIDAY 22nd NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/11/2023,3547988,Northampton Technical Support *NO INV*,,M50 1DE,,,RUN SHEETS - MANCHESTER - WEDNESDAY 22nd NOVEMBER 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970204,Computacenter - Proj Evergreen,"MARKS & SPENCER, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970205,Computacenter - Proj Evergreen,"MARKS & SPENCER, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970206,Computacenter - Proj Evergreen,"MARKS & SPENCER, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970208,Computacenter - Proj Evergreen,"MARKS & SPENCER, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970219,Computacenter - Proj Evergreen,"MARKS & SPENCER, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2024,3970220,Computacenter - Proj Evergreen,"KINGS MEADOW, CHESTER, BUSINESS PARK, CHESTER",CH99 9FB,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - TUESDAY 22nd OCTOBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/10/2022,2943770,Vista Retail Support Limited,"NEXT, UNIT 5 PRESTATYN SHOPPING, PARK,NANTHALL ROAD, PRESTATYN, FLINTSHIRE, PRESTATYN",LL19 9BJ,TECH EXCHANGE,ND 1700,Runsheet_Daniel_Hanson_22102022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2024,3940269,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, STANLEY GREEN RETAIL PK,, EARL, KITS HANDFORTH - 01205, CHEADLE",SK8 6PT,TECH EXCHANGE,,Runsheet_Daniel_Hanson_22092024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2024,3940270,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, CHURCH STREET WILMSLOW, WR711 WILMSLOW, CHESHIRE",SK9 1AY,TECH EXCHANGE,,Runsheet_Daniel_Hanson_22092024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2024,3940272,DieboldNixdorf_WIPRO,"CHEADLE WILMSLOW ROAD, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE, Serialnumber: DeviceCountry: DeviceZIP: DeviceCity: DeviceStreet: DeviceRoom:, DeviceContactPerson: DeviceCPPhone: DeviceDescription: POS DesiredDate:, Serial Number: 192497303461103310964165 Asset Number: PAN00096625 Model, Ingenico 2500 Location: 041 - Cheadle Issue: Irruption error message appearing on screen, Incident INC6388410 has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico, L2500 PN 1900001941",SK8 3BZ,TECH EXCHANGE,,Runsheet_Daniel_Hanson_22092024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2023,3461090,POSTURITE LIMITED,"THALES UK LTD, POSEIDON HOUSE, TOP FLOOR, (RECEPTION SIDE), STOCKPORT, ASHURST DRIVE",SK3 0SD,INSTALL,ND 1700,Runsheets_Manchester_Friday 22nd September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2023,3461178,CXM,"HARPURHEY 6TH FLOOR, MANCHESTER",M9 4AF,INSTALL,ND 1700,Runsheets_Manchester_Friday 22nd September 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2022,2890622,CXM - KYC,"BEACHSIDE CAFE, BARMOUTH, *07712637220.<BR> <a href=""https://rico.jotform.com/212582750645862?nameOf3=5 Beach, Road&nameOf=Steven Woodyatt&accountRef6=5357834&businessAddress=5 Beach, Road, Barmouth",LL42 1LP,,,Runsheet_Daniel_Hanson_22092022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2022,2893803,Retail Response – McColls,,,TECH EXCHANGE,,Runsheet_Daniel_Hanson_22092022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/09/2021,2353128,Lexmark Service Provider,"TIVIOT WAY, PORTWOOD, TESCO Stores Limited, STOCKPORT",SK1 2BT,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson22092021.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2023,3413769,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,Runsheets_Manchester_Tuesday 22nd August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2023,3413940,Fujitsu Services Limited - Star Trains - P2PE,,,TECH EXCHANGE,ND 1900,Runsheets_Manchester_Tuesday 22nd August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2023,3414029,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,Runsheets_Manchester_Tuesday 22nd August 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2837841,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2842585,Computacenter Limited - HSBC,"GRANGE ROAD, BIRKENHEAD, WIRRAL",CH41 2ZL,TECH EXCHANGE,ND 1300,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2842702,Lexmark Service Provider,"HOSPITAL NHS FOU, Lower Lane, UCAT - Frailty Assessment Unit, Nurse Station - Grd Floor, LIVERPOOL",L9 7AL,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2842706,Lexmark Service Provider,"HOSPITAL NHS FOU, Lower Lane, Ward 14 Discharge Lounge, LIVERPOOL",L9 7AL,CONSUMABLE INSTALL,ND 1700,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2842869,Fujitsu Services Limited - Wilko,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2843440,Computacenter Limited - HSBC,"WOODCHURCH, WIRRAL",CH49 7LD,DELIVERY,ND 1700,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/08/2022,2845089,Vista Retail Support Limited,"MCDONALDS - CAPGEMINI, 24-30 LISCARD WAY, WALLASEY, CHESHIRE, WALLASEY",CH44 5TP,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson22082022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/07/2023,3370582,CXM,"WALLASEY, WIRRAL, SIte open till 2pm, Elavon TID: 14759471; Date Time Logged: 20230717111006; Terminal ID: 210092183902;, Profile Number: 14759471",CH45 5AD,INSTALL,ND 1700,Runsheets_Manchester_Saturday 22nd July 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
22/07/2021,2278495,Fujitsu Services Limited - Star Trains,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson22072021.pdf,Marked as DNCO - no payment on date with other paid jobs
22/06/2024,3823401,Fujitsu Services Limited - Star Trains,"Ormskirk Road, LANCASHIRE, Liverpool",L9 5BE,TECH EXCHANGE,ND 1900,Runsheet_Daniel_Hanson_22062024.pdf,Marked as DNCO - no payment on date with other paid jobs
22/05/2022,2704402,CXM,"-SAMSI ONE, REGENCY HOUSE, 36-38 WHITWORTH STREET, MANCHESTER",M1 3NR,INSTALL,,Runsheet_DanielHanson22052022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/04/2024,3745215,Computacenter - Astra Zeneca,"ASTRAZENECA, CHARTER WAY, SILK ROAD BUSINESS PARK, MACCLESFIELD",SK10 2NA,TECH EXCHANGE,ND 1700,Runsheet_12_runs_2024_04_22.pdf,Marked as DNCO - no payment on date with other paid jobs
22/04/2024,3745221,Computacenter - Astra Zeneca,"ASTRAZENECA, CHARTER WAY, SILK ROAD BUSINESS PARK, MACCLESFIELD",SK10 2NA,DELIVERY,,Runsheet_12_runs_2024_04_22.pdf,Marked as DNCO - no payment on date with other paid jobs
22/04/2022,2655616,Computacenter Network Rail,"INFRASTRUCTURE LTD (00, 356 Parr Lane, Unsworth, 356 Parr Lane, Unsworth, Parrlane, Unsworth Bury",BL9 8LU,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson22042022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/04/2022,2658004,Hemmersbach UK Ltd - PM Kit,"1THOMAS PALMER-HANSON, RADIAL, CHADDERTON",OL9 9XA,INSTALL,,Runsheet_DanielHanson22042022.pdf,Marked as DNCO - no payment on date with other paid jobs
22/03/2025,4120738,Vista Retail Support Limited,"SUPERDRUG STORES PLC, UNIT B-C, 36 REGENT STREET, WREXHAM",LL11 1SA,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SATURDAY 22nd MARCH 2025.pdf,Marked as DNCO - no payment on date with other paid jobs
22/02/2022,2566749,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, WESTHULME WAY, KITS OLDHAM - 01304, OLDHAM",OL1 2PH,TECH EXCHANGE,,Runsheet_DanielHanson22022022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/12/2024,4047702,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, HULME STATION ROAD, CHEADLE HUL, WR710 CHEADLE HULME, CHEADLE",SK8 7AE,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SATURDAY 21st DECEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/12/2022,3047873,Lexmark Service Provider,"0 Terry Warren, 0376 489066Liverpool University Hospitals NHS, 1 Kenilworth Rd, LIVERPOOL",L23 3AD,,,Runsheet_Daniel_Hanson_21122022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/12/2021,2477266,Computacenter Limited - HSBC,"99 - 101 LORD STREET, LIVERPOOL, MERSEYSIDE",L2 6PG,TECH EXCHANGE,ND 1300,Runsheet_21-12_runs.pdf,Marked as DNCO - no payment on date with other paid jobs
21/11/2024,4016407,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, HULME STATION ROAD, CHEADLE HUL, WR710 CHEADLE HULME, CHEADLE",SK8 7AE,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - THURSDAY 21st NOVEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/11/2023,3548182,Fujitsu Services Limited - Star Trains - ME,,,TECH EXCHANGE,ND 1900,Runsheets_Manchester_Tuesday 21st November 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
21/11/2023,3548670,Paypoint Network Limited - UK,"LIFESTYLE EXPRESS, NORTHUMBERLAND ROAD, STOCKPORT",SK5 8LQ,TECH EXCHANGE,4HR,Runsheets_Manchester_Tuesday 21st November 2023.pdf,Marked as DNCO - no payment on date with other paid jobs
21/10/2021,2392693,Computacenter - BASF,"0734 2068783COMPUTACENTER AG &, CO.OHG (00810238, 2 Stockport Exchange, 2 Stockport Exchange",SK1 3GG,INSTALL,ND 1700,Runsheets_Manchester_Thurday 21st October 2021.pdf,Marked as DNCO - no payment on date with other paid jobs
21/10/2021,2392703,Computacenter - BASF,"CO.OHG (00810238, 2 Stockport Exchange, 2 Stockport Exchange",SK1 3GG,INSTALL,ND 1700,Runsheets_Manchester_Thurday 21st October 2021.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2025,4247354,Xerox (UK) Technical***DO NOT INVOICE****,"3 3057 PORTHMADOG Duty manager, HIGH STREET, PORTHMADOG",LL49 9NU,REPAIR WITH PARTS,8HR,DH_21-09-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2024,3938960,Fujitsu Services Limited - Star Trains - P2PE,"Furness), Central Station, Barrow In Furness,, Cumbria, Cumbria, Barrow in Furness",LA14 5QZ,DELIVERY,ND 1900,RUN SHEETS - WARRINGTON - SATURDAY 21st SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2024,3939142,DieboldNixdorf_WIPRO,"WIPRO LIMITED, WIPRO LIMITED, CHURCH STREET WILMSLOW, WR711 WILMSLOW, CHESHIRE",SK9 1AY,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SATURDAY 21st SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2024,3939261,DieboldNixdorf_WIPRO,"CHEADLE WILMSLOW ROAD, CHEADLE WILMSLOW ROAD, JL041 CHEADLE, CHEADLE, Serialnumber: DeviceCountry: DeviceZIP: DeviceCity: DeviceStreet: DeviceRoom:, DeviceContactPerson: DeviceCPPhone: DeviceDescription: POS DesiredDate:, Serial Number: 192497303461103310964165 Asset Number: PAN00096625 Model, Ingenico 2500 Location: 041 - Cheadle Issue: Irruption error message appearing on screen, Incident INC6388410 has been placed into the On Hold, Awaiting Vendor state. Attempting to transfer to Diebold. DN Engineer to replace Ingenico, L2500 PN 1900001941",SK8 3BZ,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SATURDAY 21st SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2024,3939509,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, STANLEY GREEN RETAIL PK,, EARL, KITS HANDFORTH - 01205, CHEADLE",SK8 6PT,TECH EXCHANGE,ND 1700,RUN SHEETS - WARRINGTON - SATURDAY 21st SEPTEMBER 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2022,2890541,Verifone UK LTD,"0161 819 5858STONEGATE - ARK/POPWORLD, MANCH, 3A - 5 WHITWORTH STREET, WEST, 3A - 5 WHITWORTH STREET, WEST, GREATER MANCHESTER",M1 5LH,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_21092022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2022,2890542,Verifone UK LTD,"MANCHESTER - 3, 28-30 CANAL STREET, 28-30 CANAL STREET, GREATER MANCHESTER",M1 3EZ,TECH EXCHANGE,ND 1800,Runsheet_Daniel_Hanson_21092022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2021,2351428,Fujitsu Services Limited - EE - ME,,,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson21092021.pdf,Marked as DNCO - no payment on date with other paid jobs
21/09/2021,2351966,HCL Barclays,"GREENFIELDS, WINSFORD",CW7 3SF,COLLECTION,ND 1600,Runsheet_DanielHanson21092021.pdf,Marked as DNCO - no payment on date with other paid jobs
21/08/2025,4226668,Computacenter - Kingfisher,"SCREWFIX, UNIT 1-4, MIDDLETON TRADE PARK, MANCHESTER",M24 1QZ,,,DH_21-08-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
21/08/2024,3899128,PayPoint - Van Stock Audits,,,,,RUN SHEETS - WARRINGTON - WEDNESDAY 21st AUGUST 2024.pdf,Marked as DNCO - no payment on date with other paid jobs
21/08/2022,2844431,Diebold Nixdorf  UK Limited,"KINGFISHER INFORMATION, TECHNOL, KINGFISHER INFORMATION, TECHNOL, CHURCHILL WAY, KITS NELSON - 01116, NELSON",BB9 6RT,TECH EXCHANGE,ND 1700,Runsheet_DanielHanson21082022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/07/2025,4203986,HCL Barclays,"BARCLAYS BANK PLC, MANCHESTER",M2 3HQ,TECH EXCHANGE,,DH_21-07-2025.pdf,Marked as DNCO - no payment on date with other paid jobs
21/07/2022,2794352,EPAY Limited,"TESCO 2543, TESCO 2543, ALTCAR ROAD, FORMBY, LIVERPOOL",L37 8DP,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson21072022.pdf,Marked as DNCO - no payment on date with other paid jobs
21/07/2022,2794946,EPAY Limited,"(HTA) HARTLEY'S NURSERIES, (HTA) HARTLEY'S NURSERIES, NORTHWAY,LYDIATE, MAGHULL, LIVERPOOL",L31 4EJ,TECH EXCHANGE,ND 1900,Runsheet_DanielHanson21072022.pdf,Marked as DNCO - no payment on date with other paid jobs
