Job Number,Client,Location,Postcode,Job Type,Date,Time,Amount,Rate,Units,Agency,Week Number,Tax Year,Pay Date
3674283,Fujitsu Services Limited - Star Trains - P2PE,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,,,25.0,25.0,1.0,Rico,49,2023,
3674264,Pret Tech Mahindra (UK) BAU,PRET A MANGER,M2 1WL,MANPOWER,24/02/24,09:00,25.0,25.0,1.0,Rico,49,2023,
3671112,Xerox (UK) Technical***DO NOT INVOICE****,Kellogg Management Services (Europe,M32 8RA,REPAIR WITH PARTS,,,30.0,30.0,1.0,Rico,49,2023,
3669397,Paypoint Network Limited - UK,BOOTEND CONVENIENCE STORE,CH6 6JB,TECH EXCHANGE,20/02/24,11:00,25.0,25.0,1.0,Rico,49,2023,
3666155,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,M8 8EP,TECH EXCHANGE,18/02/24,08:00,20.0,20.0,1.0,Rico,49,2023,
3666124,Fujitsu Services Limited - Telefonica ME,O2 LANCASTER 0154,LA1 1UA,TECH EXCHANGE_R,18/02/24,10:00,20.0,20.0,1.0,Rico,49,2023,
3666123,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,WN1 1BB,TECH EXCHANGE,17/02/24,14:50,35.0,35.0,1.0,Rico,49,2023,
3666111,Verifone UK LTD,STONEGATE - VIA MANCHESTER - 3,M1 3EZ,TECH EXCHANGE,17/02/24,14:02,20.0,20.0,1.0,Rico,49,2023,
3666078,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,L9 5AN,TECH EXCHANGE,18/02/24,08:00,20.0,20.0,1.0,Rico,49,2023,
3666077,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,L9 5AN,TECH EXCHANGE,18/02/24,08:00,20.0,20.0,1.0,Rico,49,2023,
3666066,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,BB5 1LN,TECH EXCHANGE,18/02/24,09:00,35.0,35.0,1.0,Rico,49,2023,
3666064,Fujitsu Services Limited - EE - ME,EE - MANCHESTER - MARKET STREET,M1 1PB,TECH EXCHANGE,18/02/24,10:30,39.24,39.24,1.0,Rico,49,2023,
3666069,Paypoint Network Limited - UK,FRESHERS,M14 7DS,TECH EXCHANGE,17/02/24,11:01,32.34,32.34,1.0,Rico,48,2023,
3664610,Pret Tech Mahindra (UK) BAU,MANCHESTER BUSINESS SCHOOL,M13 9GP,TECH EXCHANGE,16/02/24,08:00,20.0,20.0,1.0,Rico,48,2023,
3662054,CXM,TIMEPIECE WATCH REPAIRS LIMITE,BL9 0BX,INSTALL,14/02/24,13:50,37.5,37.5,1.0,Rico,48,2023,
3658716,DIEBOLD NIXDORF M&S PROJECT,MARKS & SPENCER,BL9 0JL,COLLECTION,15/02/24,09:00,37.5,37.5,1.0,Rico,48,2023,
3655340,Paypoint Network Limited - UK,KIRKDALE NEWSAGENTS,L5 2PY,TECH EXCHANGE,09/02/24,09:15,25.0,25.0,1.0,Rico,47,2023,
3653845,Fujitsu Services Limited - Telefonica ME,O2 CREWE 0338,CW1 2EY,TECH EXCHANGE,08/02/24,11:19,50.0,50.0,1.0,Rico,47,2023,
3652415,Fujitsu Services Ltd - Starbucks (ME),"STARBUCKS Store 12607, CO",M3 3HN,MANPOWER,07/02/24,13:15,40.0,40.0,1.0,Rico,47,2023,
3652211,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (LIVERPOOL LIME STREET) MT,L1 1JD,MANPOWER,,,40.0,40.0,1.0,Rico,47,2023,
3650822,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M1 6FU,TECH EXCHANGE,06/02/24,13:34,40.0,40.0,1.0,Rico,47,2023,
3647782,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,SK8 6PT,TECH EXCHANGE,04/02/24,09:00,25.0,25.0,1.0,Rico,47,2023,
3645949,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,SK9 1DY,REPAIR WITH PARTS,02/02/24,09:00,40.0,40.0,1.0,Rico,46,2023,
3644542,Paypoint Network Limited - UK,K&K CONVENIENCE,M8 0SQ,TECH EXCHANGE,01/02/24,13:19,30.0,30.0,1.0,Rico,46,2023,
3641371,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,M25 3TG,MANPOWER,30/01/24,09:00,35.0,35.0,1.0,Rico,46,2023,
3639604,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,M25 3TG,REPAIR WITH PARTS,29/01/24,11:50,40.0,40.0,1.0,Rico,46,2023,
3635471,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,SK8 5AF,MANPOWER,25/01/24,12:19,40.0,40.0,1.0,Rico,45,2023,
3632386,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,PR7 1BS,MANPOWER,23/01/24,08:49,36.0,36.0,1.0,Rico,45,2023,
3630784,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L20 2BN,MANPOWER,22/01/24,07:03,60.0,60.0,1.0,Rico,45,2023,
3628082,Smart Capital Technology Ltd,JOHN LEWIS,L1 8BJ,TECH EXCHANGE,19/01/24,10:11,15.0,15.0,1.0,Rico,44,2023,
3625293,Xerox (UK) Technical***DO NOT INVOICE****,Whirlpool UK Appliances Limited,M16 9WB,REPAIR WITH PARTS,,,30.0,30.0,1.0,Rico,44,2023,
3625258,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,MANPOWER,17/01/24,14:55,30.0,30.0,1.0,Rico,44,2023,
3625211,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,MANPOWER,,,40.0,40.0,1.0,Rico,44,2023,
3625165,Hemmersbach UK Ltd - PM Kit,LITTLE HEATONS CE,M24 4PU,MAINT KIT INSTALL,17/01/24,13:43,15.0,15.0,1.0,Rico,44,2023,
3625136,Verifone UK LTD,STONEGATE - SLUG AND LETTUCE D,M3 2EN,TECH EXCHANGE,17/01/24,13:10,15.0,15.0,1.0,Rico,44,2023,
3625015,Verifone UK LTD,STONEGATE - FOOTAGE - 9178713,M1 7DZ,TECH EXCHANGE,17/01/24,12:13,15.0,15.0,1.0,Rico,44,2023,
3624946,Computacenter Limited - HSBC,COMPUTACENTER HSBC,M2 7HD,TECH EXCHANGE,17/01/24,11:02,10.0,10.0,1.0,Rico,44,2023,
3624858,Diebold Nixdorf UK Limited,BOOKER CASH & CARRY,SK4 2JZ,TECH EXCHANGE,18/01/24,08:00,15.0,15.0,1.0,Rico,44,2023,
3624768,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,35.0,35.0,1.0,Rico,44,2023,
3623093,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,PR7 1BS,MANPOWER,16/01/24,09:41,50.0,50.0,1.0,Rico,44,2023,
3621481,Xerox (UK) Technical***DO NOT INVOICE****,CURRYS GROUP LIMITED,FY4 3RN,REPAIR WITH PARTS,16/01/24,09:00,35.0,35.0,1.0,Rico,44,2023,
3621360,Xerox (UK) Technical***DO NOT INVOICE****,Pets At Home,BB5 6PW,REPAIR WITH PARTS,16/01/24,09:00,35.0,35.0,1.0,Rico,44,2023,
3621359,Xerox (UK) Technical***DO NOT INVOICE****,Biffa Waste Services Ltd,PR6 8BP,REPAIR WITH PARTS,16/01/24,09:00,35.0,35.0,1.0,Rico,44,2023,
3621253,Xerox (UK) Technical***DO NOT INVOICE****,Alliance Healthcare (Distribution),PR5 8AE,CONSUMABLE INSTALL,,,20.0,20.0,1.0,Rico,44,2023,
3616980,Paypoint Network Limited - UK,GO LOCAL,L5 6PU,TECH EXCHANGE,11/01/24,10:52,25.0,25.0,1.0,Rico,43,2023,
3616949,Paypoint Network Limited - UK,L1 MINI MARKET,L1 5EA,TECH EXCHANGE,11/01/24,10:25,25.0,25.0,1.0,Rico,43,2023,
3615465,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,SK7 1AL,REPAIR WITH PARTS,10/01/24,10:05,40.0,40.0,1.0,Rico,43,2023,
3611902,Paypoint Network Limited - UK,JACKSONS NEWS,L13 3DW,TECH EXCHANGE,08/01/24,09:04,35.0,35.0,1.0,Rico,43,2023,
3605725,Engineer Adjustments,Manchester depot m50 1de,,ENGINEER DAY RATE,02/01/24,09:00,50.0,50.0,1.0,Rico,42,2023,
3604550,Paypoint Network Limited - UK,LONDIS SUPERMARKET,SK13 0LU,TECH EXCHANGE,02/01/24,14:27,60.0,60.0,1.0,Rico,42,2023,
3604253,Paypoint Network Limited - UK,A & A NEWSAGENTS,PR1 3TP,TECH EXCHANGE,02/01/24,10:40,25.0,25.0,1.0,Rico,42,2023,
3604048,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES L,WN5 8TG,TECH EXCHANGE,02/01/24,08:13,25.0,25.0,1.0,Rico,42,2023,
3595881,Paypoint Network Limited - UK,THE MULBERRY STORES,LL32 8EP,TECH EXCHANGE,23/12/23,11:54,35.0,35.0,1.0,Rico,40,2023,
3595818,Centrex Services,LIDL GREAT BRITAIN LTD,LL19 9DG,TECH EXCHANGE,23/12/23,08:00,15.0,15.0,1.0,Rico,40,2023,
3591996,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,WA15 7UN,TECH EXCHANGE,20/12/23,12:52,25.0,25.0,1.0,Rico,40,2023,
3590584,Fujitsu Services Limited - Telefonica TC,Warrington,WA1 1QE,TECH EXCHANGE,19/12/23,09:00,35.0,35.0,1.0,Rico,40,2023,
3590570,DHL Supply Chain Limited - RBS,HOME ADDRESS,WA5 1RY,COLLECTION,20/12/23,09:00,15.0,15.0,1.0,Rico,40,2023,
3590342,Fujitsu Services Limited - Banks,RBSG,WA1 1XG,TECH EXCHANGE,20/12/23,10:00,15.0,15.0,1.0,Rico,40,2023,
3589979,Fujitsu Services Limited - Telefonica TC,Warrington,WA1 1QE,TECH EXCHANGE,19/12/23,09:00,25.0,25.0,1.0,Rico,40,2023,
3589949,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,20/12/23,08:00,35.0,35.0,1.0,Rico,40,2023,
3589873,Paypoint Network Limited - UK,MORRISONS DAILY,L16 0JN,TECH EXCHANGE,19/12/23,08:21,25.0,25.0,1.0,Rico,40,2023,
3588601,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M3 1WY,TECH EXCHANGE,18/12/23,09:00,35.0,35.0,1.0,Rico,40,2023,
3588598,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,18/12/23,13:00,35.0,35.0,1.0,Rico,40,2023,
3588205,Fujitsu Services Limited - Star Trains - ME,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,18/12/23,08:24,15.0,15.0,1.0,Rico,40,2023,
3586578,Paypoint Network Limited - UK,NEWS & BOOZE,L11 2SF,TECH EXCHANGE,16/12/23,09:03,30.0,30.0,1.0,Rico,39,2023,
3585242,Diebold Nixdorf UK Limited,COOP FOOD (CTS),M41 6PL,REPAIR WITH PARTS,15/12/23,09:00,15.0,15.0,1.0,Rico,39,2023,
3585228,Diebold Nixdorf UK Limited,COOP FOOD (CTS),M41 6PL,REPAIR WITH PARTS,15/12/23,09:00,15.0,15.0,1.0,Rico,39,2023,
3582075,Paypoint Network Limited - UK,ALLDAYS BOOTLE,L21 8JS,TECH EXCHANGE,13/12/23,09:36,50.0,50.0,1.0,Rico,39,2023,
3572476,Paypoint Network Limited - UK,SHELL GORTON,M18 8WP,TECH EXCHANGE,06/12/23,15:31,35.0,35.0,1.0,Rico,38,2023,
3570598,Verifone UK LTD,STONEGATE - WALDORF PROPER PUB,M1 3AQ,TECH EXCHANGE,05/12/23,14:00,25.0,25.0,1.0,Rico,38,2023,
3570597,Verifone UK LTD,STONEGATE - YATES MANCHESTER -,M1 3LD,TECH EXCHANGE,05/12/23,14:00,25.0,25.0,1.0,Rico,38,2023,
3570290,Paypoint Network Limited - UK,PREMIER,CH41 4DB,TECH EXCHANGE,05/12/23,11:29,40.0,40.0,1.0,Rico,38,2023,
3570162,Pret Tech Mahindra (UK) BAU,PRET A MANGER,M1 2BN,TECH EXCHANGE,05/12/23,09:22,15.0,15.0,1.0,Rico,38,2023,
3568629,Paypoint Network Limited - UK,ONE STOP,WA2 9UB,TECH EXCHANGE,04/12/23,13:07,50.0,50.0,1.0,Rico,38,2023,
3568509,Paypoint Network Limited - UK,SHAVINGTON SERVICE STATION,CW2 5JF,TECH EXCHANGE,04/12/23,11:52,35.0,35.0,1.0,Rico,38,2023,
3566680,Vista Retail Support Limited,NEXT,L1 1DA,TECH EXCHANGE,02/12/23,08:00,15.0,15.0,1.0,Rico,37,2023,
3565480,Paypoint Network Limited - UK,LIFESTYLE EXPRESS,L15 6TB,TECH EXCHANGE,01/12/23,11:18,25.0,25.0,1.0,Rico,37,2023,
3564151,Paypoint Network Limited - UK,CO-OPERATIVE RETAIL SERVICES LTD,M20 2DW,TECH EXCHANGE,30/11/23,15:13,50.0,50.0,1.0,Rico,37,2023,
3563686,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (PRESTON) MOBILE T,PR1 8AP,TECH EXCHANGE,,,65.0,65.0,1.0,Rico,37,2023,
3561948,Paypoint Network Limited - UK,RAJA BROS HEYWOOD,OL10 3AW,TECH EXCHANGE,29/11/23,10:18,30.0,30.0,1.0,Rico,37,2023,
3558390,Xerox (UK) Technical***DO NOT INVOICE****,Mitchells & Butlers Leisure Retail,CW11 1RS,REPAIR WITH PARTS,,,60.0,60.0,1.0,Rico,37,2023,
3555203,Paypoint Network Limited - UK,CLAYTON MINI MARKET,M11 4HA,TECH EXCHANGE,24/11/23,11:51,35.0,35.0,1.0,Rico,36,2023,
3554240,DieboldNixdorf_WIPRO,CHEADLE WILMSLOW ROAD,SK8 3BZ,INSTALL P2PE,23/11/23,20:06,15.0,15.0,1.0,Rico,36,2023,
3553340,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH62 7AL,TECH EXCHANGE,23/11/23,05:30,85.3,85.3,1.0,Rico,36,2023,
3551577,Fujitsu Services Limited - Star Trains - ME,MOORFIELDS STATION,L2 2BS,TECH EXCHANGE,23/11/23,07:00,60.0,60.0,1.0,Rico,36,2023,
3551550,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (LIVERPOOL LIME STREET) MT,L1 1JD,TECH EXCHANGE,,,30.0,30.0,1.0,Rico,36,2023,
3549621,Paypoint Network Limited - UK,SITE FASCIA: MORRISONS DAILY,M9 0RB,TECH EXCHANGE,21/11/23,09:55,25.0,25.0,1.0,Rico,36,2023,
3546814,Paypoint Network Limited - UK,AISHA NEWS & GROCERIES,OL10 3RY,TECH EXCHANGE,19/11/23,11:50,25.0,25.0,1.0,Rico,36,2023,
3546737,Paypoint Network Limited - UK,AISHA NEWS & GROCERIES,OL10 3RY,TECH EXCHANGE,19/11/23,08:10,25.0,25.0,1.0,Rico,36,2023,
3542978,Paypoint Network Limited - UK,CLAYTON MINI MARKET,M11 4HA,TECH EXCHANGE,17/11/23,09:00,25.0,25.0,1.0,Rico,35,2023,
3539599,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,BB6 7AT,REPAIR WITH PARTS,14/11/23,10:00,45.0,45.0,1.0,Rico,35,2023,
3537941,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,OL2 5HX,REPAIR WITH PARTS,13/11/23,09:00,50.0,50.0,1.0,Rico,35,2023,
3537726,Paypoint Network Limited - UK,RK NEWSAGENT,CH41 3QD,TECH EXCHANGE,13/11/23,09:48,26.0,26.0,1.0,Rico,35,2023,
3536589,Paypoint Network Limited - UK,PORT WINES,CH66 2RG,TECH EXCHANGE,12/11/23,08:26,25.0,25.0,1.0,Rico,35,2023,
3536026,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES (Chester),CH1 3NS,TECH EXCHANGE,,,40.0,40.0,1.0,Rico,35,2023,
3535998,Xerox (UK) Technical***DO NOT INVOICE****,ASDA STORES LIMITED,WN8 6LH,REPAIR WITH PARTS,12/11/23,09:00,35.0,35.0,1.0,Rico,35,2023,
3535995,Verifone UK LTD,STONEGATE - HARE & HOUNDS - 35,L12 5HJ,TECH EXCHANGE,11/11/23,12:24,15.0,15.0,1.0,Rico,35,2023,
3535994,Verifone UK LTD,STONEGATE - YATES LIVERPOOL (Q,L1 1RH,TECH EXCHANGE,11/11/23,12:24,15.0,15.0,1.0,Rico,35,2023,
3535974,Fujitsu Services Limited - Star Trains,MERSEYRAIL,CH62 4XB,TECH EXCHANGE,11/11/23,11:37,25.0,25.0,1.0,Rico,35,2023,
3535962,Verifone UK LTD,STONEGATE - POPWORLD WIGAN - 9,WN1 1DY,TECH EXCHANGE,11/11/23,10:55,15.0,15.0,1.0,Rico,35,2023,
3535959,Verifone UK LTD,STONEGATE - HARE & HOUNDS - 35,L12 5HJ,TECH EXCHANGE,11/11/23,10:55,15.0,15.0,1.0,Rico,35,2023,
3535932,Diebold Nixdorf UK Limited,COOP FOOD (CTS),CW4 7ES,REPAIR WITH PARTS,11/11/23,08:30,20.0,20.0,1.0,Rico,34,2023,
3532876,Paypoint Network Limited - UK,GREEN LANE NEWSAGENTS,L13 7EA,TECH EXCHANGE,09/11/23,09:48,40.0,40.0,1.0,Rico,34,2023,
3531296,Paypoint Network Limited - UK,SPAR ROE LANE,PR9 9DR,TECH EXCHANGE,08/11/23,12:15,35.0,35.0,1.0,Rico,34,2023,
3531202,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,L31 2PQ,REPAIR,08/11/23,10:35,50.0,50.0,1.0,Rico,34,2023,
3529321,Paypoint Network Limited - UK,BONDS NEWS AGENTS,M25 0FY,TECH EXCHANGE,08/11/23,09:00,35.0,35.0,1.0,Rico,34,2023,
3524206,Paypoint Network Limited - UK,KUTCH MINI MARKET,M27 5PR,TECH EXCHANGE,03/11/23,09:58,40.0,40.0,1.0,Rico,33,2023,
3524135,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M3 1WY,TECH EXCHANGE,03/11/23,09:10,30.0,30.0,1.0,Rico,33,2023,
3522824,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M3 1WY,TECH EXCHANGE,02/11/23,12:40,60.0,60.0,1.0,Rico,33,2023,
3522514,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,M3 1WY,MANPOWER,02/11/23,07:52,60.0,60.0,1.0,Rico,33,2023,
3521297,Paypoint Network Limited - UK,FERN GORE NEWS & CONVENIENCE,BB5 0NF,TECH EXCHANGE,01/11/23,14:09,65.0,65.0,1.0,Rico,33,2023,
3521289,Paypoint Network Limited - UK,BEG NEWSAGENTS,WN2 2DG,TECH EXCHANGE,01/11/23,14:05,50.0,50.0,1.0,Rico,33,2023,
3513937,Paypoint Network Limited - UK,KAIRAN STORE,L22 9QE,TECH EXCHANGE,27/10/23,09:00,25.0,25.0,1.0,Rico,32,2023,
3512646,Paypoint Network Limited - UK,BEST ONE,BB1 2RH,TECH EXCHANGE,26/10/23,12:14,45.0,45.0,1.0,Rico,32,2023,
3512458,Paypoint Network Limited - UK,MCCOLL'S,WA10 4HA,TECH EXCHANGE,26/10/23,09:14,25.0,25.0,1.0,Rico,32,2023,
3510795,Paypoint Network Limited - UK,CLAYTON NEWS,L1 1QR,TECH EXCHANGE,25/10/23,08:29,25.0,25.0,1.0,Rico,32,2023,
3509381,Paypoint Network Limited - UK,SPAR STORES,M9 6RL,TECH EXCHANGE,24/10/23,12:45,25.0,25.0,1.0,Rico,32,2023,
3509093,Paypoint Network Limited - UK,ASDA STORES LTD,M12 4NH,TECH EXCHANGE,24/10/23,10:17,25.0,25.0,1.0,Rico,32,2023,
3507340,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH42 2AT,TECH EXCHANGE,23/10/23,10:19,58.32,58.32,1.0,Rico,32,2023,
3507337,Fujitsu Services Limited - Star Trains - ME,TRANSPORT FOR WALES,LL11 2AD,TECH EXCHANGE,23/10/23,10:19,60.0,60.0,1.0,Rico,32,2023,
3505584,Paypoint Network Limited - UK,PREMIER,OL4 2PA,TECH EXCHANGE,21/10/23,10:47,25.0,25.0,1.0,Rico,31,2023,
3504165,Fujitsu Services Limited - EE - ME,EE - Liverpool - Aintree,L9 5AN,MANPOWER,21/10/23,09:00,30.0,30.0,1.0,Rico,31,2023,
3502481,Paypoint Network Limited - UK,WHITEFIELD CONVENIENCE STORE,M45 6AD,TECH EXCHANGE,19/10/23,10:04,25.0,25.0,1.0,Rico,31,2023,
3498921,Xerox (UK) Technical***DO NOT INVOICE****,Wm Morrison Supermarkets plc,PR8 1RP,REPAIR,18/10/23,09:00,42.0,42.0,1.0,Rico,31,2023,
3497042,Paypoint Network Limited - UK,LONGSIGHT SUPERSTORE,M13 0XZ,TECH EXCHANGE,16/10/23,12:10,24.0,24.0,1.0,Rico,31,2023,
3488854,Paypoint Network Limited - UK,SPAR,M43 7GZ,TECH EXCHANGE,10/10/23,15:34,25.0,25.0,1.0,Rico,30,2023,
3488541,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (MANCHESTER PICADILLY) MT,M60 7RA,TECH EXCHANGE,,,45.0,45.0,1.0,Rico,30,2023,
3484024,Paypoint Network Limited - UK,PREMIER,M38 9LB,TECH EXCHANGE,06/10/23,17:07,40.0,40.0,1.0,Rico,29,2023,
3478074,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,L25 0NN,TECH EXCHANGE,03/10/23,10:23,63.0,63.0,1.0,Rico,29,2023,
3478016,Paypoint Network Limited - UK,KINGSWAY NEWS,L36 2QA,TECH EXCHANGE,03/10/23,09:26,25.0,25.0,1.0,Rico,29,2023,
3473767,Vista Retail Support Limited,LIDL,CH7 1BL,TECH EXCHANGE,29/09/23,16:26,22.0,22.0,1.0,Rico,28,2023,
3473763,ZETES LTD - Allvotec,DUNELM,L30 6TQ,NON TECH EXCHANGE,29/09/23,16:25,15.0,15.0,1.0,Rico,28,2023,
3473724,Vista Retail Support Limited,SUPERDRUG STORES PLC,L36 9UJ,TECH EXCHANGE,29/09/23,16:09,23.0,23.0,1.0,Rico,28,2023,
3473474,Vista Retail Support Limited,MCDONALDS - CAPGEMINI,L32 1TS,NON TECH EXCHANGE,29/09/23,13:43,15.0,15.0,1.0,Rico,28,2023,
3473452,Fujitsu Services Limited - Star Trains - P2PE,MERSEYRAIL,L1 1JT,TECH EXCHANGE,29/09/23,13:06,30.0,30.0,1.0,Rico,28,2023,
3473348,Paypoint Network Limited - UK,BILLYS MINIMARKET LTD,OL9 8QT,TECH EXCHANGE,29/09/23,12:10,25.0,25.0,1.0,Rico,28,2023,
3473274,Diebold Nixdorf UK Limited,KINGFISHER INFORMATION TECHNOL,WA9 1JF,TECH EXCHANGE,30/09/23,08:00,15.0,15.0,1.0,Rico,28,2023,
3471635,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH99 9FB,TECH EXCHANGE,28/09/23,09:00,15.0,15.0,1.0,Rico,28,2023,
3471580,Computacenter Limited - HSBC,COMPUTACENTER HSBC,CH99 9FB,TECH EXCHANGE,28/09/23,09:00,15.0,15.0,1.0,Rico,28,2023,
3468303,Paypoint Network Limited - UK,R S STORE,L4 9UF,TECH EXCHANGE,26/09/23,13:53,35.0,35.0,1.0,Rico,28,2023,
3468116,Paypoint Network Limited - UK,SPENDWELL,L8 0QL,TECH EXCHANGE,26/09/23,12:09,25.0,25.0,1.0,Rico,28,2023,
3468040,Paypoint Network Limited - UK,SPAR RUDHEATH,CW9 7RT,TECH EXCHANGE,26/09/23,11:18,25.0,25.0,1.0,Rico,28,2023,
3465013,Fujitsu Services Limited - Star Trains - P2PE,Northern Rail MT (Manchester),M3 1WY,TECH EXCHANGE,,,21.0,21.0,1.0,Rico,28,2023,
3464332,CXM - Complex,WESTERN UNION,BB9 9XG,TECH EXCHANGE,23/09/23,12:30,14.0,14.0,1.0,Rico,28,2023,
3463610,Centrex Services,ARROW X L,WN5 0LZ,TECH EXCHANGE,22/09/23,17:33,15.0,15.0,1.0,Rico,28,2023,
3463364,Xerox (UK) Technical***DO NOT INVOICE****,AAG - Xpress Autoparts (Ormskirk),L40 8JY,REPAIR WITH PARTS,,,30.0,30.0,1.0,Rico,28,2023,
3462989,Hemmersbach UK Ltd - PM Kit,NETWORK PLUS,M28 1FJ,MAINT KIT INSTALL,25/09/23,09:00,15.0,15.0,1.0,Rico,28,2023,
3462912,Xerox (UK) Technical***DO NOT INVOICE****,DSG Retail Limited,BB1 3NT,REPAIR WITH PARTS,25/09/23,08:00,30.0,30.0,1.0,Rico,28,2023,
3459841,Xerox (UK) Technical***DO NOT INVOICE****,Cummins Turbo Technologies Limited,HD1 6RA,CONSUMABLE INSTALL,,,75.0,75.0,1.0,Rico,27,2023,
3459561,Xerox (UK) Technical***DO NOT INVOICE****,Cummins Generator Technologies,HD1 6RA,REPAIR WITH PARTS,,,75.0,75.0,1.0,Rico,27,2023,
3458169,Diebold Nixdorf UK Limited,BOOKER CASH & CARRY,WA11 9UX,TECH EXCHANGE,20/09/23,08:00,15.0,15.0,1.0,Rico,27,2023,
3457792,POSTURITE LIMITED,VAULTEX UK,WA1 4RW,DESK INSTALL,19/09/23,11:09,40.0,40.0,1.0,Rico,27,2023,
3455792,Paypoint Network Limited - UK,DAILY STOP,L19 8HZ,TECH EXCHANGE,18/09/23,10:31,25.0,25.0,1.0,Rico,27,2023,
3453039,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,BL5 2JQ,MANPOWER,15/09/23,14:50,64.64,64.64,1.0,Rico,26,2023,
3451590,CXM - KYC,J&M STUART & SON LTD,PR3 0RP,MANPOWER,14/09/23,16:50,14.0,14.0,1.0,Rico,26,2023,
3451491,Computacenter Limited - HSBC,COMPUTACENTER HSBC,LA1 1JQ,TECH EXCHANGE,14/09/23,16:12,15.0,15.0,1.0,Rico,26,2023,
3451382,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,LA14 2NE,REPAIR WITH PARTS,15/09/23,09:00,30.0,30.0,1.0,Rico,26,2023,
3451331,Vista Retail Support Limited,NEXT,LA9 4PU,TECH EXCHANGE,14/09/23,14:43,15.0,15.0,1.0,Rico,26,2023,
3451246,Paypoint Network Limited - UK,ASDA STORES LTD,CH41 6EB,TECH EXCHANGE,14/09/23,13:35,26.0,26.0,1.0,Rico,26,2023,
3451144,Fujitsu Services Limited - Star Trains - ME,Northern Rail - STAR,PR25 3NN,TECH EXCHANGE,14/09/23,12:15,35.0,35.0,1.0,Rico,26,2023,
3451048,Fujitsu Services Limited - Star Trains - ME,MERSEYRAIL,CH41 1AL,TECH EXCHANGE,14/09/23,10:35,60.0,60.0,1.0,Rico,26,2023,
3451038,Xerox (UK) Technical***DO NOT INVOICE****,TESCO Stores Limited,FY4 4UJ,CONSUMABLE INSTALL,15/09/23,09:00,20.0,20.0,1.0,Rico,26,2023,
3451037,Xerox (UK) Technical***DO NOT INVOICE****,Boots UK Limited,LA14 1DB,CONSUMABLE INSTALL,15/09/23,09:00,20.0,20.0,1.0,Rico,26,2023,
3447275,Fujitsu Services Limited - Star Trains - ME,FIRST TRANSPENNINE (LIVERPOOL LIME STREET) MT,L1 1JD,MANPOWER,,,60.0,60.0,1.0,Rico,26,2023,
3445512,Paypoint Network Limited - UK,N M FOODS,M14 5DP,TECH EXCHANGE,11/09/23,08:55,25.0,25.0,1.0,Rico,26,2023,
